Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\DeployToolTask.cs,141,5,M:System.Uri.#ctor(System.String),,,,,options.ServerUrl = new Uri(settings.Server);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\DeployToolTask.cs,141,5,T:System.Uri,,,,,options.ServerUrl = new Uri(settings.Server);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveArtifactTask.cs,194,3,T:System.Linq.AsyncEnumerable,,,,,"IArtifact? artifact = await hordeClient.Artifacts.FindAsync(streamId, minCommitId, maxCommitId, name, type, keys, 1).FirstOrDefaultAsync();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\AgeStoreTask.cs,221,3,M:System.TimeSpan.FromMinutes(System.Double),,,,,"CommandUtils.OptionallyTakeLock(targetPlatform.SymbolServerRequiresLock, symbolServerDirectory, TimeSpan.FromMinutes(15), () =>  			{  				RecurseDirectory(expireTimeUtc, new DirectoryInfo(symbolServerDirectory.FullName), directoryStructure, 0, filter, existingBuilds, targetPlatform.SymbolServerDeleteIndividualFiles);  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\AgeStoreTask.cs,216,3,M:System.TimeSpan.FromDays(System.Double),,,,,DateTime expireTimeUtc = DateTime.UtcNow - TimeSpan.FromDays(_parameters.Days);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateArtifactTask.cs,213,6,T:System.Linq.AsyncEnumerable,,,,,"IArtifact? prevArtifact = await hordeClient.Artifacts.FindAsync(streamId, maxCommitId: commitId, name: name, type: type).FirstOrDefaultAsync(x => x.CommitId != commitId);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateArtifactTask.cs,200,3,T:System.Uri,,,,,"Logger.LogInformation(""Creating artifact {ArtifactId} '{ArtifactName}' ({ArtifactType}) from {NumFiles} files ({TotalSize:n1}mb). Namespace: {NamespaceId}, ref {RefName} ({Link})"", artifact.Id, name, type, files.Count, totalSize / (1024.0 * 1024.0), artifact.NamespaceId, artifact.RefName, new Uri(hordeClient.ServerUrl, $""/api/v1/storage/{artifact.NamespaceId}/refs/{artifact.RefName}"").ToString());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateArtifactTask.cs,200,3,T:System.Uri,,,,,"Logger.LogInformation(""Creating artifact {ArtifactId} '{ArtifactName}' ({ArtifactType}) from {NumFiles} files ({TotalSize:n1}mb). Namespace: {NamespaceId}, ref {RefName} ({Link})"", artifact.Id, name, type, files.Count, totalSize / (1024.0 * 1024.0), artifact.NamespaceId, artifact.RefName, new Uri(hordeClient.ServerUrl, $""/api/v1/storage/{artifact.NamespaceId}/refs/{artifact.RefName}"").ToString());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateArtifactTask.cs,200,3,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"Logger.LogInformation(""Creating artifact {ArtifactId} '{ArtifactName}' ({ArtifactType}) from {NumFiles} files ({TotalSize:n1}mb). Namespace: {NamespaceId}, ref {RefName} ({Link})"", artifact.Id, name, type, files.Count, totalSize / (1024.0 * 1024.0), artifact.NamespaceId, artifact.RefName, new Uri(hordeClient.ServerUrl, $""/api/v1/storage/{artifact.NamespaceId}/refs/{artifact.RefName}"").ToString());"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\SymStoreTask.cs,142,3,M:System.TimeSpan.FromMinutes(System.Double),,,,,"CommandUtils.OptionallyTakeLock(targetPlatform.SymbolServerRequiresLock, storeDir, TimeSpan.FromMinutes(60), () =>  			{  				// symstore has issues with processing same file in multiple folders, so run multiple passes with only unique filenames  				bool anyError = false;  				while (files.Count > 0)  				{  					List<FileReference> publishFiles = files.DistinctBy(x => x.GetFileName().ToUpperInvariant()).ToList();  					files = [.. files.Except(publishFiles)];    					if (!targetPlatform.PublishSymbols(storeDir, publishFiles, _parameters.IndexSources, sourceFiles,  						_parameters.Product, _parameters.Branch, _parameters.Change, _parameters.BuildVersion, _parameters.VFSMapping))  					{  						anyError = true;  					}  				}    				if (anyError)  				{  					throw new AutomationException(""Failure publishing symbol files."");  				}  			});"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\HordeGetSecretsTask.cs,160,7,T:System.Uri,,,,,"throw new AutomationException(ex, $""User does not have permissions to read '{secretId}' on {hordeClient.ServerUrl}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\HordeGetSecretsTask.cs,156,7,T:System.Uri,,,,,"throw new AutomationException(ex, $""Secret '{secretId}' was not found on {hordeClient.ServerUrl}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateCloudArtifactTask.cs,607,2,T:System.Uri,,,,,"async Task RegisterHordeArtifactAsync(Uri buildUri, ArtifactName name, ArtifactType type, StreamId streamId, CommitId commitId, Dictionary<string, object> metadata)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateCloudArtifactTask.cs,555,7,M:System.TimeSpan.FromSeconds(System.Double),,,,,Thread.Sleep(TimeSpan.FromSeconds(waitDuration));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateCloudArtifactTask.cs,532,5,T:System.Uri,,,,,"buildUri = new Uri($""{descriptorHost}/api/v2/builds/{ns}/{bucketId}/{buildId}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\CreateCloudArtifactTask.cs,532,5,M:System.Uri.#ctor(System.String),,,,,"buildUri = new Uri($""{descriptorHost}/api/v2/builds/{ns}/{bucketId}/{buildId}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\HordeSetSecretEnvVarTask.cs,102,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(_parameters.Name, value);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\HordeSetSecretEnvVarTask.cs,92,5,T:System.Uri,,,,,"throw new AutomationException(ex, $""User does not have permissions to read '{secretId}' on {hordeClient.ServerUrl}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\HordeSetSecretEnvVarTask.cs,88,5,T:System.Uri,,,,,"throw new AutomationException(ex, $""Secret '{secretId}' was not found on {hordeClient.ServerUrl}"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\WaitTask.cs,47,3,M:System.TimeSpan.FromSeconds(System.Double),,,,,await Task.Delay(TimeSpan.FromSeconds(_parameters.Seconds));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\AwsEcsDeployTask.cs,110,3,T:System.Text.Json.JsonDocument,,,,,JsonDocument taskDefJson = JsonDocument.Parse(createTaskDefResult.Output);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\AwsEcsDeployTask.cs,110,3,T:System.Text.Json.JsonDocument,,,,,JsonDocument taskDefJson = JsonDocument.Parse(createTaskDefResult.Output);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,412,3,T:System.Net.Http.HttpContent,,,,,SearchResult? searchResult = await result.Content.ReadFromJsonAsync<SearchResult>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,407,3,T:System.Net.Http.HttpContent,,,,,request.Content = content;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,406,3,T:System.Uri,,,,,"using HttpRequestMessage request = new HttpRequestMessage(HttpMethod.Post, new Uri($""search"", UriKind.Relative));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,406,3,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"using HttpRequestMessage request = new HttpRequestMessage(HttpMethod.Post, new Uri($""search"", UriKind.Relative));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,398,3,M:System.TimeSpan.FromMinutes(System.Double),,,,,httpClient.Timeout = TimeSpan.FromMinutes(5.0);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,385,4,T:System.Uri,,,,,httpClient.BaseAddress = new Uri(url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,385,4,M:System.Uri.#ctor(System.String),,,,,httpClient.BaseAddress = new Uri(url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\RetrieveCloudArtifactTask.cs,385,4,T:System.Uri,,,,,httpClient.BaseAddress = new Uri(url);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\NuGetLicenseCheckTask.cs,299,10,T:System.Net.Http.HttpContent,,,,,"string type = (response.Content.Headers.ContentType?.MediaType == ""text/html"") ? "".html"" : "".txt"";"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\Tasks\NuGetLicenseCheckTask.cs,298,10,T:System.Net.Http.HttpContent,,,,,string text = await response.Content.ReadAsStringAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,1676,5,M:System.TimeSpan.FromMinutes(System.Double),,,,,"if (deleteInProgressFile != null && deleteInProgressFile.LastWriteTimeUtc < (DateTimeOffset.UtcNow - TimeSpan.FromMinutes(20)))  					{  						Logger.LogInformation(""[{Index}/{Total}] {Path} flagged as delete in progress, skipping..."", buildsToDelete.Count - idx, buildsToDelete.Count, buildsToDelete[idx].FullName);  						continue;  					}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,1627,3,M:System.TimeSpan.FromDays(System.Double),,,,,DateTime retainTime = DateTime.UtcNow - TimeSpan.FromDays(daysValue);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,948,5,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() => manifest = TempStorageBlockManifest.Load(sharedManifestFile), 3, TimeSpan.FromSeconds(5));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,888,5,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() => manifest.Save(sharedManifestFile), 3, TimeSpan.FromSeconds(5));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,832,5,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() =>  					{  						Logger.LogInformation(""Saving file list to {Arg0} and {Arg1}"", localFileListLocation.FullName, sharedFileListLocation.FullName);  						DirectoryReference.CreateDirectory(sharedFileListLocation.Directory);  						fileList.Save(sharedFileListLocation);  					}, 3, TimeSpan.FromSeconds(5));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,790,5,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() =>  					{  						// Read the shared manifest  						Logger.LogInformation(""Copying tag \""{NodeName}\"":\""{TagName}\"" from {SourceFile} to {TargetFile}"", nodeName, tagName, sharedFileListLocation.FullName, localFileListLocation.FullName);  						fileList = TempStorageTagManifest.Load(sharedFileListLocation);  					}, attempts, TimeSpan.FromSeconds(5));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,780,4,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() =>  				{  					if (!FileReference.Exists(sharedFileListLocation))  					{  						throw new AutomationException(""Missing local or shared file list - {0}"", sharedFileListLocation.FullName);  					}  				}, attempts, TimeSpan.FromSeconds(5));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,733,5,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() => sharedManifestBytes = File.ReadAllBytes(sharedManifestFile.FullName), 3, TimeSpan.FromSeconds(1));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,698,5,M:System.TimeSpan.FromSeconds(System.Double),,,,,"PerformActionWithRetries(() => sharedManifestBytes = File.ReadAllBytes(sharedFileListLocation.FullName), 3, TimeSpan.FromSeconds(1));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,522,5,T:System.Xml.Serialization.XmlSerializer,,,,,"s_serializer.Serialize(xmlWriter, this);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,507,4,T:System.Xml.Serialization.XmlSerializer,,,,,return (TempStorageTagManifest)s_serializer.Deserialize(reader)!;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,457,32,T:System.Xml.Serialization.XmlSerializer,,,,,s_serializer = XmlSerializer.FromTypes(new Type[] { typeof(TempStorageTagManifest) })[0]!
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,414,5,T:System.Xml.Serialization.XmlSerializer,,,,,"s_serializer.Serialize(xmlWriter, this);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,399,4,T:System.Xml.Serialization.XmlSerializer,,,,,return (TempStorageBlockManifest)(s_serializer.Deserialize(reader) ?? throw new InvalidOperationException());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\BuildGraph.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\BuildGraph\TempStorage.cs,355,32,T:System.Xml.Serialization.XmlSerializer,,,,,s_serializer = XmlSerializer.FromTypes(new Type[] { typeof(TempStorageBlockManifest) })[0]!
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Intermediate\Build\BuildRulesProjects\Chess3DDemoModuleRules\Chess3DDemoModuleRules.csproj,File,Intermediate\Build\BuildRulesProjects\Chess3DDemoModuleRules\Chess3DDemoModuleRules.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CookedEditor\CookedEditor.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CookedEditor\CookedEditor.Automation.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalizationProvider.cs,482,4,T:System.Net.Http.HttpContent,,,,,var jsonString = await Response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalizationProvider.cs,474,5,T:System.Net.Http.HttpContent,,,,,var errorJsonString = await Response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalizationProvider.cs,468,4,T:System.Net.Http.HttpContent,,,,,"Request.Content.Headers.ContentType = new MediaTypeHeaderValue(""application/octet-stream"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalizationProvider.cs,467,4,T:System.Net.Http.HttpContent,,,,,"Request.Content = new StreamContent(new FileStream(LocalFilePath, FileMode.Open));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalization.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\CrowdinLocalization\CrowdinLocalizationProvider.cs,447,4,T:System.Net.Http.HttpContent,,,,,var jsonString = await Response.Content.ReadAsStringAsync();
